latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
3.0579963,101.53102,42.0,28800,Asia/Singapore,GMT+8

time,precipitation_sum (mm),temperature_2m_mean (°C)
2019-07-18,0.10,27.4
2019-07-19,0.20,27.3
2019-07-20,0.10,27.5
2019-07-21,5.00,26.9
2019-07-22,11.50,26.5
2019-07-23,2.30,26.7
2019-07-24,18.00,26.5
2019-07-25,2.90,26.4
2019-07-26,0.60,26.7
2019-07-27,4.50,26.8
2019-07-28,4.50,26.4
2019-07-29,2.70,26.9
2019-07-30,1.10,26.9
2019-07-31,3.10,26.5
2019-08-01,4.50,26.7
2019-08-02,2.40,26.9
2019-08-03,4.80,26.9
2019-08-04,1.40,27.0
2019-08-05,1.80,27.2
2019-08-06,0.20,27.6
2019-08-07,1.00,27.1
2019-08-08,0.50,27.4
2019-08-09,2.20,27.7
2019-08-10,0.30,27.5
2019-08-11,5.70,27.7
2019-08-12,8.80,28.0
2019-08-13,0.20,28.3
2019-08-14,7.80,26.8
2019-08-15,18.00,26.0
2019-08-16,6.60,26.7
2019-08-17,0.00,27.2
2019-08-18,9.00,27.3
2019-08-19,0.20,27.2
2019-08-20,0.40,27.8
2019-08-21,6.40,26.8
2019-08-22,3.00,26.7
2019-08-23,0.40,27.1
2019-08-24,3.50,26.9
2019-08-25,17.40,25.8
2019-08-26,12.10,26.2
2019-08-27,8.70,26.4
2019-08-28,1.30,26.2
2019-08-29,0.40,26.9
2019-08-30,1.10,26.8
2019-08-31,0.10,26.9
2019-09-01,0.10,27.0
2019-09-02,3.20,27.2
2019-09-03,11.80,26.7
2019-09-04,8.40,26.7
2019-09-05,0.60,27.5
2019-09-06,0.30,28.0
2019-09-07,1.00,27.8
2019-09-08,4.60,27.7
2019-09-09,8.60,26.7
2019-09-10,1.20,27.3
2019-09-11,0.00,28.2
2019-09-12,3.50,27.1
2019-09-13,7.30,26.8
2019-09-14,2.70,26.6
2019-09-15,0.10,27.2
2019-09-16,8.40,26.3
2019-09-17,1.90,26.9
2019-09-18,5.80,27.1
2019-09-19,1.60,27.8
2019-09-20,2.60,27.3
2019-09-21,0.40,27.9
2019-09-22,0.00,28.5
2019-09-23,1.60,28.0
2019-09-24,2.10,27.8
2019-09-25,8.10,26.1
2019-09-26,22.90,26.0
2019-09-27,13.90,26.0
2019-09-28,15.10,26.3
2019-09-29,17.50,25.8
2019-09-30,23.00,24.6
2019-10-01,4.90,26.1
2019-10-02,5.70,26.1
2019-10-03,6.10,26.1
2019-10-04,12.00,25.9
2019-10-05,8.20,26.5
2019-10-06,2.70,26.2
2019-10-07,13.30,25.9
2019-10-08,16.40,25.3
2019-10-09,18.00,25.6
2019-10-10,3.60,26.2
2019-10-11,9.30,25.7
2019-10-12,5.90,25.7
2019-10-13,14.30,25.7
2019-10-14,25.80,25.9
2019-10-15,1.50,25.8
2019-10-16,4.90,26.9
2019-10-17,43.40,26.0
2019-10-18,49.00,25.7
2019-10-19,11.80,26.2
2019-10-20,7.50,26.5
2019-10-21,13.50,26.0
2019-10-22,9.80,25.3
2019-10-23,0.30,26.2
2019-10-24,1.80,26.5
2019-10-25,12.50,26.3
2019-10-26,17.60,25.4
2019-10-27,7.20,25.6
2019-10-28,15.00,25.5
2019-10-29,23.70,25.9
2019-10-30,17.40,25.6
2019-10-31,19.70,25.5
2019-11-01,7.70,25.7
2019-11-02,13.60,25.5
2019-11-03,5.40,26.1
2019-11-04,4.60,26.0
2019-11-05,8.50,26.2
2019-11-06,8.50,26.5
2019-11-07,10.70,26.1
2019-11-08,13.90,25.4
2019-11-09,6.50,26.0
2019-11-10,3.80,25.7
2019-11-11,16.70,25.6
2019-11-12,5.20,25.6
2019-11-13,7.60,26.1
2019-11-14,47.30,25.8
2019-11-15,49.80,25.7
2019-11-16,14.50,26.0
2019-11-17,1.90,26.3
2019-11-18,17.40,26.0
2019-11-19,15.30,25.7
2019-11-20,4.20,25.9
2019-11-21,10.10,26.0
2019-11-22,37.10,25.7
2019-11-23,19.00,25.6
2019-11-24,4.10,25.9
2019-11-25,10.70,25.7
2019-11-26,4.70,26.2
2019-11-27,25.30,26.0
2019-11-28,4.70,26.5
2019-11-29,17.10,26.1
2019-11-30,5.60,26.3
2019-12-01,16.40,26.0
2019-12-02,29.40,25.7
2019-12-03,10.10,26.5
2019-12-04,0.50,26.8
2019-12-05,0.70,26.6
2019-12-06,10.60,26.2
2019-12-07,9.10,26.1
2019-12-08,9.20,26.0
2019-12-09,5.60,26.0
2019-12-10,16.50,25.8
2019-12-11,14.40,25.4
2019-12-12,1.00,26.3
2019-12-13,1.30,26.3
2019-12-14,9.60,25.0
2019-12-15,19.60,24.7
2019-12-16,15.40,24.8
2019-12-17,18.80,25.3
2019-12-18,18.30,25.4
2019-12-19,4.30,26.2
2019-12-20,2.30,26.4
2019-12-21,11.00,26.0
2019-12-22,9.50,25.9
2019-12-23,10.40,26.3
2019-12-24,8.40,26.2
2019-12-25,16.20,25.6
2019-12-26,7.20,26.0
2019-12-27,3.00,26.1
2019-12-28,0.90,26.4
2019-12-29,2.90,26.5
2019-12-30,6.00,26.6
2019-12-31,1.50,26.6
